model_label,set_name,q,n_display,rel,leader_option_idx,shares_options,chosen_option_idx,valid,n
llama3_70b_awq,policy_priorities_q10,10,49,0.25,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",1.0,True,14
llama3_70b_awq,policy_priorities_q10,10,49,0.25,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.061224489795918366]",2.0,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.25,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.061224489795918366]",2.0,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.25,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.2857142857142857]",7.0,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.25,0,"[0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",4.0,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.25,2,"[0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",3.0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.25,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.25,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.25,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.2857142857142857]",2.0,True,10
llama3_70b_awq,policy_priorities_q10,10,49,0.25,1,"[0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",1.0,True,22
llama3_70b_awq,policy_priorities_q10,10,49,0.25,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.25,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.061224489795918366]",1.0,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.25,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.061224489795918366]",7.0,True,7
llama3_70b_awq,policy_priorities_q10,10,49,0.25,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",7.0,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.25,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.25,0,"[0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",7.0,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.25,3,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,13
llama3_70b_awq,policy_priorities_q10,10,49,0.25,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",7.0,True,7
llama3_70b_awq,policy_priorities_q10,10,49,0.25,2,"[0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,1,"[0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",5.0,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.25,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.2857142857142857]",4.0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.25,2,"[0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,1,"[0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",2.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",,False,1
llama3_70b_awq,policy_priorities_q10,10,49,0.25,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.2857142857142857]",0.0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.25,0,"[0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.25,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.061224489795918366]",0.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,3,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",7.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",4.0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.25,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366]",0.0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,0,"[0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,11
llama3_70b_awq,policy_priorities_q10,10,49,0.4,1,"[0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.4,2,"[0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,17
llama3_70b_awq,policy_priorities_q10,10,49,0.4,3,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,17
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.4,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,5
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,12
llama3_70b_awq,policy_priorities_q10,10,49,0.4,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366]",1,True,12
llama3_70b_awq,policy_priorities_q10,10,49,0.4,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366]",1,True,10
llama3_70b_awq,policy_priorities_q10,10,49,0.4,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163]",2,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.4,0,"[0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,10
llama3_70b_awq,policy_priorities_q10,10,49,0.4,1,"[0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,23
llama3_70b_awq,policy_priorities_q10,10,49,0.4,2,"[0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,5
llama3_70b_awq,policy_priorities_q10,10,49,0.4,3,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,11
llama3_70b_awq,policy_priorities_q10,10,49,0.4,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,4
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,7
llama3_70b_awq,policy_priorities_q10,10,49,0.4,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366]",2,True,14
llama3_70b_awq,policy_priorities_q10,10,49,0.4,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163]",1,True,20
llama3_70b_awq,policy_priorities_q10,10,49,0.4,0,"[0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.4,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,12
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",2,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",1,True,13
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",3,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366]",7,True,11
llama3_70b_awq,policy_priorities_q10,10,49,0.4,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366]",7,True,5
llama3_70b_awq,policy_priorities_q10,10,49,0.4,3,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,4
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",5,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,1,"[0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.4,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.4,1,"[0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",6,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,2,"[0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,8,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366]",0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163]",7,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,4,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",4,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366]",0,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,0,"[0.3877551020408163, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",7,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.4,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163]",0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.4,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366]",4,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,9,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163]",9,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,5,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",5,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.4,7,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366]",2,True,5
llama3_70b_awq,policy_priorities_q10,10,49,0.4,2,"[0.08163265306122448, 0.08163265306122448, 0.3877551020408163, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.4,6,"[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.3877551020408163, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366]",0,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.6,0,"[0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,7
llama3_70b_awq,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",2,True,2
llama3_70b_awq,policy_priorities_q10,10,49,0.6,2,"[0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,18
llama3_70b_awq,policy_priorities_q10,10,49,0.6,3,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,13
llama3_70b_awq,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,12
llama3_70b_awq,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",9,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.6,7,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224]",3,True,1
llama3_70b_awq,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",7,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.6,9,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592]",1,True,21
llama3_70b_awq,policy_priorities_q10,10,49,0.6,0,"[0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",0,True,8
llama3_70b_awq,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,28
llama3_70b_awq,policy_priorities_q10,10,49,0.6,3,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",2,True,12
llama3_70b_awq,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,13
llama3_70b_awq,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",2,True,10
llama3_70b_awq,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,9
llama3_70b_awq,policy_priorities_q10,10,49,0.6,7,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224]",7,True,19
llama3_70b_awq,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",2,True,14
llama3_70b_awq,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",4,True,3
llama3_70b_awq,policy_priorities_q10,10,49,0.6,9,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592]",2,True,6
llama3_70b_awq,policy_priorities_q10,10,49,0.6,2,"[0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,8
