model_label,condition_id,q,N,run,step,time_sweeps,record_type,leader_share,n_active_opinions
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,880,17.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,885,17.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,890,17.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,895,17.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,900,18.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,905,18.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,910,18.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,915,18.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,920,18.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,925,18.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,930,18.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,935,18.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,940,18.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,945,18.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,950,19.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,955,19.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,960,19.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,965,19.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,970,19.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,975,19.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,980,19.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,985,19.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,990,19.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,995,19.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1000,20.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1005,20.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1010,20.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1015,20.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1020,20.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1025,20.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1030,20.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1035,20.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1040,20.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1045,20.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1050,21.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1055,21.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1060,21.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1065,21.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1070,21.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1075,21.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1080,21.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1085,21.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1090,21.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1095,21.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1100,22.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1105,22.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1110,22.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1115,22.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1120,22.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1125,22.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1130,22.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1135,22.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1140,22.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1145,22.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1150,23.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1155,23.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1160,23.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1165,23.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1170,23.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1175,23.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1180,23.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1185,23.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1190,23.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1195,23.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1200,24.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1205,24.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1210,24.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1215,24.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1220,24.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1225,24.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1230,24.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1235,24.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1240,24.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1245,24.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1250,25.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1255,25.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1260,25.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1265,25.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1270,25.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1275,25.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1280,25.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1285,25.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1290,25.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1295,25.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1300,26.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1305,26.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1310,26.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1315,26.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1320,26.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1325,26.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1330,26.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1335,26.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1340,26.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1345,26.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1350,27.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1355,27.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1360,27.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1365,27.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1370,27.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1375,27.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1380,27.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1385,27.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1390,27.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1395,27.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1400,28.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1405,28.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1410,28.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1415,28.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1420,28.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1425,28.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1430,28.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1435,28.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1440,28.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1445,28.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1450,29.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1455,29.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1460,29.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1465,29.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1470,29.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1475,29.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1480,29.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1485,29.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1490,29.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1495,29.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1500,30.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1505,30.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1510,30.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1515,30.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1520,30.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1525,30.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1530,30.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1535,30.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1540,30.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1545,30.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1550,31.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1555,31.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1560,31.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1565,31.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1570,31.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1575,31.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1580,31.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1585,31.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1590,31.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1595,31.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1600,32.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1605,32.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1610,32.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1615,32.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1620,32.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1625,32.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1630,32.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1635,32.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1640,32.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1645,32.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1650,33.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1655,33.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1660,33.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1665,33.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1670,33.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1675,33.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1680,33.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1685,33.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1690,33.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1695,33.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1700,34.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1705,34.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1710,34.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1715,34.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1720,34.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1725,34.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1730,34.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1735,34.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1740,34.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1745,34.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1750,35.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1755,35.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1760,35.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1765,35.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1770,35.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1775,35.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1780,35.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1785,35.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1790,35.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1795,35.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1800,36.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1805,36.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1810,36.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1815,36.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1820,36.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1825,36.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1830,36.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1835,36.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1840,36.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1845,36.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1850,37.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1855,37.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1860,37.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1865,37.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1870,37.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1875,37.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1880,37.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1885,37.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1890,37.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1895,37.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1900,38.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1905,38.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1910,38.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1915,38.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1920,38.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1925,38.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1930,38.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1935,38.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1940,38.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1945,38.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1950,39.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1955,39.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1960,39.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1965,39.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1970,39.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1975,39.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1980,39.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1985,39.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1990,39.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,1995,39.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2000,40.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2005,40.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2010,40.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2015,40.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2020,40.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2025,40.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2030,40.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2035,40.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2040,40.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2045,40.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2050,41.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2055,41.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2060,41.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2065,41.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2070,41.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2075,41.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2080,41.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2085,41.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2090,41.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2095,41.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2100,42.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2105,42.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2110,42.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2115,42.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2120,42.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2125,42.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2130,42.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2135,42.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2140,42.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2145,42.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2150,43.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2155,43.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2160,43.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2165,43.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2170,43.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2175,43.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2180,43.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2185,43.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2190,43.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2195,43.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2200,44.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2205,44.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2210,44.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2215,44.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2220,44.4,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2225,44.5,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2230,44.6,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2235,44.7,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2240,44.8,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2245,44.9,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2250,45.0,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2255,45.1,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2260,45.2,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2265,45.3,regular,1.0,1
qwen25_7b_abliterated_v2,political_ideology_q6_N50,6,50,1,2270,45.4,regular,1.0,1
